Time,Channel A,Channel B
(ms),(V),(V)

-339.71859159,6.50776700,0.35706660
-339.70835159,6.50776700,0.35706660
-339.69811159,6.58711500,0.35706660
-339.68787159,6.58711500,0.35706660
-339.67763159,6.58711500,0.35706660
-339.66739159,6.66646300,0.35706660
-339.65715159,6.66646300,0.35706660
-339.64691159,6.74581100,0.35706660
-339.63667159,6.74581100,0.35706660
-339.62643159,6.74581100,0.35706660
-339.61619159,6.82516000,0.35706660
-339.60595159,6.82516000,0.35706660
-339.59571159,6.82516000,0.35706660
-339.58547159,6.82516000,0.35706660
-339.57523159,6.90450800,0.35706660
-339.56499159,6.90450800,0.35706660
-339.55475159,6.90450800,0.35706660
-339.54451159,6.90450800,0.35706660
-339.53427159,6.90450800,0.35706660
-339.52403159,6.90450800,0.31739250
-339.51379159,6.90450800,0.35706660
-339.50355159,6.90450800,0.35706660
-339.49331159,6.90450800,0.35706660
-339.48307159,6.90450800,0.35706660
-339.47283159,6.90450800,0.35706660
-339.46259159,6.90450800,0.35706660
-339.45235159,6.90450800,0.31739250
-339.44211159,6.82516000,0.31739250
-339.43187159,6.82516000,0.35706660
-339.42163159,6.82516000,0.31739250
-339.41139159,6.82516000,0.35706660
-339.40115159,6.82516000,0.35706660
-339.39091159,6.74581100,0.35706660
-339.38067159,6.74581100,0.35706660
-339.37043159,6.74581100,0.35706660
-339.36019159,6.74581100,0.35706660
-339.34995159,6.74581100,0.35706660
-339.33971159,6.66646300,0.35706660
-339.32947159,6.66646300,0.35706660
-339.31923159,6.58711500,0.35706660
-339.30899159,6.58711500,0.35706660
-339.29875159,6.50776700,0.35706660
-339.28851159,6.50776700,0.35706660
-339.27827159,6.50776700,0.35706660
-339.26803159,6.50776700,0.35706660
-339.25779159,6.42841900,0.35706660
-339.24755159,6.42841900,0.31739250
-339.23731159,6.34907100,0.35706660
-339.22707159,6.26972200,0.35706660
-339.21683159,6.26972200,0.35706660
-339.20659160,6.26972200,0.39674060
-339.19635160,6.26972200,0.35706660
-339.18611160,6.19037400,0.35706660
-339.17587160,6.11102600,0.35706660
-339.16563160,6.11102600,0.35706660
-339.15539160,6.03167800,0.35706660
-339.14515160,6.03167800,0.35706660
-339.13491160,5.95233000,0.35706660
-339.12467160,5.95233000,0.35706660
-339.11443160,5.87298200,0.35706660
-339.10419160,5.79363400,0.35706660
-339.09395160,5.79363400,0.35706660
-339.08371160,5.79363400,0.35706660
-339.07347160,5.71428600,0.35706660
-339.06323160,5.71428600,0.35706660
-339.05299160,5.63463300,0.35706660
-339.04275160,5.55528500,0.35706660
-339.03251160,5.55528500,0.31739250
-339.02227160,5.47593600,0.35706660
-339.01203160,5.47593600,0.35706660
-339.00179160,5.47593600,0.35706660
-338.99155160,5.39658800,0.35706660
-338.98131160,5.31724000,0.35706660
-338.97107160,5.31724000,0.39674060
-338.96083160,5.31724000,0.35706660
-338.95059160,5.23789200,0.39674060
-338.94035160,5.15854400,0.35706660
-338.93011160,5.15854400,0.35706660
-338.91987160,5.15854400,0.35706660
-338.90963160,5.07919500,0.35706660
-338.89939160,5.07919500,0.35706660
-338.88915160,4.99984700,0.35706660
-338.87891160,4.99984700,0.35706660
-338.86867160,4.99984700,0.35706660
-338.85843160,4.92049900,0.35706660
-338.84819160,4.84115100,0.35706660
-338.83795160,4.84115100,0.35706660
-338.82771160,4.84115100,0.35706660
-338.81747160,4.76180300,0.35706660
-338.80723160,4.76180300,0.35706660
-338.79699160,4.76180300,0.35706660
-338.78675160,4.76180300,0.35706660
-338.77651160,4.68245500,0.35706660
-338.76627160,4.68245500,0.35706660
-338.75603160,4.68245500,0.39674060
-338.74579160,4.60310700,0.35706660
-338.73555160,4.60310700,0.35706660
-338.72531160,4.60310700,0.35706660
-338.71507160,4.52375900,0.35706660
-338.70483160,4.52375900,0.35706660
-338.69459160,4.52375900,0.35706660
-338.68435160,4.44441000,0.35706660
-338.67411160,4.44441000,0.35706660
-338.66387160,4.44441000,0.35706660
-338.65363160,4.44441000,0.35706660
-338.64339160,4.36506200,0.35706660
-338.63315160,4.36506200,0.35706660
-338.62291160,4.36506200,0.35706660
-338.61267160,4.36506200,0.35706660
-338.60243160,4.36506200,0.35706660
-338.59219160,4.28571400,0.35706660
-338.58195160,4.28571400,0.35706660
-338.57171160,4.28571400,0.35706660
-338.56147160,4.28571400,0.35706660
-338.55123160,4.28571400,0.35706660
-338.54099160,4.28571400,0.35706660
-338.53075160,4.20606100,0.35706660
-338.52051160,4.20606100,0.35706660
-338.51027160,4.20606100,0.35706660
-338.50003160,4.20606100,0.35706660
-338.48979160,4.20606100,0.35706660
-338.47955160,4.20606100,0.35706660
-338.46931160,4.20606100,0.35706660
-338.45907160,4.20606100,0.35706660
-338.44883160,4.12671300,0.35706660
-338.43859160,4.12671300,0.35706660
-338.42835160,4.12671300,0.35706660
-338.41811160,4.12671300,0.35706660
-338.40787160,4.12671300,0.35706660
-338.39763160,4.12671300,0.35706660
-338.38739160,4.12671300,0.35706660
-338.37715160,4.12671300,0.35706660
-338.36691160,4.04736500,0.35706660
-338.35667160,4.12671300,0.35706660
-338.34643160,4.12671300,0.31739250
-338.33619160,4.12671300,0.35706660
-338.32595160,4.04736500,0.35706660
